00012531-r	おそらく	hand
00012531-r	先ず	hand
00012531-r	十中八九	hand
00012531-r	疑いもなく	hand
00012531-r	確かに	hand
00012689-a	アイデアル	hand
00012689-a	アイディアル	hand
00012689-a	観念的	hand
00012779-r	優に	hand
00012779-r	克く	hand
00012779-r	十分に	hand
00012779-r	善く	hand
00012779-r	完全に	hand
00012779-r	能く	hand
00012779-r	良く	hand
00012932-a	観念的	hand
00013092-r	よく	hand
00013092-r	克く	hand
00013092-r	善く	hand
00013092-r	好く	hand
00013092-r	好意をもって	hand
00013092-r	好意的に	hand
00013092-r	能く	hand
00013092-r	良く	hand
00013160-a	具体的	hand
00013160-a	具象的	hand
00013328-v	たわぶれる	hand
00013328-v	もてあそぶ	hand
00013328-v	戯る	hand
00013328-v	戯れる	hand
00013328-v	軽く扱う	hand
00013429-r	よく	hand
00013429-r	克く	hand
00013429-r	善く	hand
00013429-r	好く	hand
00013429-r	宜しく	hand
00013429-r	幸いにして	hand
00013429-r	幸にして	hand
00013429-r	旨く	hand
00013429-r	能く	hand
00013429-r	良く	hand
00013429-r	首尾よく	hand
00013442-a	客観的	hand
00013662-a	具体的	hand
00013793-r	よく	hand
00013887-a	たくさん	hand
00013887-a	ふんだん	hand
00013887-a	厖大	hand
00013887-a	多量	hand
00013887-a	大量	hand
00013887-a	数多	hand
00013887-a	沢山	hand
00013887-a	浩大	hand
00013887-a	潤沢	hand
00013887-a	総やか	hand
00013887-a	豊	hand
00013887-a	豊か	hand
00013887-a	豊富	hand
00013887-a	豊満	hand
00013887-a	豊潤	hand
00013887-a	豊饒	hand
00014034-v	がくがく	hand
00014034-v	がたがた	hand
00014034-v	びくびくする	hand
00014034-v	ぶるぶるする	hand
00014034-v	ガタガタ	hand
00014034-v	ブルブルする	hand
00014034-v	動揺	hand
00014034-v	戦慄く	hand
00014034-v	打ち震える	hand
00014034-v	打震える	hand
00014034-v	揺ぐ	hand
00014034-v	揺らぐ	hand
00014034-v	震えあがる	hand
00014034-v	震える	hand
00014034-v	震撼	hand
00014201-v	ガタガタ	hand
00014201-v	震える	hand
00014285-r	いとも	hand
00014285-r	おもいきり	hand
00014285-r	かなり	hand
00014285-r	たんまり	hand
00014285-r	ひじょうに	hand
00014285-r	余程	hand
00014285-r	優に	hand
00014285-r	可也	hand
00014285-r	可成	hand
00014285-r	大いに	hand
00014285-r	大きに	hand
00014285-r	大分	hand
00014285-r	少なからず	hand
00014285-r	尠からず	hand
00014285-r	思い切り	hand
00014285-r	思切	hand
00014285-r	思切り	hand
00014285-r	最	hand
00014285-r	最も	hand
00014285-r	甚	hand
00014285-r	甚も	hand
00014285-r	相当	hand
00014285-r	著しく	hand
00014285-r	非常に	hand
00014358-a	豊か	hand
00014358-a	豊富	hand
00014405-v	休する	hand
00014405-v	休む	hand
00014405-v	休らう	hand
00014405-v	休息	hand
00014405-v	休憩	hand
00014405-v	安らう	hand
00014405-v	息う	hand
00014405-v	憩う	hand
00014490-a	ふんだん	hand
00014490-a	充分	hand
00014490-a	十分	hand
00014490-a	豊か	hand
00014490-a	豊富	hand
00014549-v	動く	hand
00014742-v	ねね	hand
00014742-v	寐る	hand
00014742-v	寝る	hand
00014742-v	就眠	hand
00014742-v	眠る	hand
00014742-v	睡る	hand
00014858-a	浩瀚	hand
00015007-r	よく	hand
00015097-a	易い	multi
00015097-a	易しい	multi
00015097-a	簡単	multi
00015135-r	大いに	hand
00015247-a	うっそうたる	hand
00015247-a	房々	hand
00015247-a	房房	hand
00015247-a	蓊々たる	hand
00015247-a	蓊欝たる	hand
00015247-a	蓊蓊たる	hand
00015247-a	蓊鬱たる	hand
00015247-a	鬱葱たる	hand
00015247-a	鬱蒼たる	hand
00015303-v	うたた寝	hand
00015303-v	うつらうつら	hand
00015303-v	うとうと	hand
00015303-v	一睡	hand
00015303-v	仮眠	hand
00015303-v	居眠	hand
00015303-v	居眠り	hand
00015303-v	居眠る	hand
00015303-v	居睡	hand
00015303-v	居睡り	hand
00015303-v	居睡る	hand
00015368-r	満足	hand
00015368-r	満足のゆくように	hand
00015368-r	申し分なく	hand
00015388-n	4つ脚	hand
00015388-n	4つ足	hand
00015388-n	アニマル	hand
00015388-n	動物	hand
00015388-n	四つ脚	hand
00015388-n	四つ足	hand
00015388-n	毛の荒物	hand
00015388-n	獣	hand
00015388-n	獣畜	hand
00015388-n	珍獣	hand
00015388-n	生き物	hand
00015388-n	生体	hand
00015388-n	生物	hand
00015388-n	生類	hand
00015388-n	鳥獣	hand
00015471-r	うまく	hand
00015471-r	よく	hand
00015471-r	順調に	hand
00015498-v	午睡	hand
00015498-v	昼寝	hand
00015806-v	寝坊	hand
00015806-v	朝寝	hand
00015854-a	たくさん	hand
00015860-r	盛大	mono
00015946-v	冬ごもる	hand
00015946-v	冬眠	hand
00015946-v	冬篭もる	hand
00015946-v	冬篭る	hand
00015946-v	冬籠る	hand
00015946-v	穴篭	hand
00015946-v	穴篭り	hand
00015953-r	したたか	hand
00015953-r	ひどく	hand
00015953-r	強か	hand
00015953-r	激しく	hand
00015953-r	苛酷	hand
00016183-v	夏眠	mono
00016240-r	ぜひとも	hand
00016240-r	とても	hand
00016240-r	ひどく	hand
00016240-r	大いに	hand
00016756-a	乏しい	hand
00016756-a	乏少	hand
00017024-a	希少	hand
00017024-a	稀少	hand
00017031-v	いびきをかく	hand
00017077-r	いっそうへたに	hand
00017077-r	より悪く	hand
00017186-a	ぴいぴい	hand
00017186-a	厳しい	hand
00017186-a	窮屈	hand
00017222-n	植物	hand
00017222-n	草木	hand
00017282-v	寝いる	hand
00017282-v	寝つく	hand
00017282-v	寝はじめる	hand
00017282-v	寝付く	hand
00017282-v	寝入る	hand
00017282-v	眠りおちる	hand
00017282-v	眠りこむ	hand
00017282-v	眠り落ちる	hand
00017282-v	眠り込む	hand
00017531-v	寝かし付ける	mono
00017639-r	いっそう	hand
00017639-r	さらに	hand
00017639-r	なお	hand
00017639-r	なおかつ	hand
